id,sentence,subject_entity,object_entity,label,source
6308,그의 후계자 제럴드 R. 포드는 중도 공화당원이었고 닉슨에 대한 선제 사면으로 사건을 종결시켰다.,"{'word': '제럴드 R. 포드', 'start_idx': 7, 'end_idx': 15, 'type': 'PER'}","{'word': '공화당', 'start_idx': 21, 'end_idx': 23, 'type': 'POH'}",per:employee_of,wikipedia
6309,NBA의 애틀랜타 호크스는 1968년부터 애틀랜타에서 뛰었다.,"{'word': '애틀랜타 호크스', 'start_idx': 5, 'end_idx': 12, 'type': 'ORG'}","{'word': 'NBA', 'start_idx': 0, 'end_idx': 2, 'type': 'ORG'}",org:member_of,wikipedia
6312,예피파니 두멘코 대주교가 통합 우크라이나 정교회의 새 수석 주교로 임명되면서 총대주교직에서 물러나 새 우크라이나 정교회의 명예 주교가 되었다.,"{'word': '우크라이나 정교회', 'start_idx': 17, 'end_idx': 25, 'type': 'ORG'}","{'word': '예피파니 두멘코', 'start_idx': 0, 'end_idx': 7, 'type': 'PER'}",org:top_members/employees,wikipedia
6313,프랑스 혁명 동안 노르망디는 파리에 자코뱅에 대항하는 연방 공화국의 설립을 주장했다.,"{'word': '노르망디', 'start_idx': 10, 'end_idx': 13, 'type': 'PER'}","{'word': '프랑스', 'start_idx': 0, 'end_idx': 2, 'type': 'POH'}",per:origin,wikipedia
6314,"법안이 통과될 경우 빅뱅탑, 박유천, 래퍼 길, 방송인 탁재훈, 신정환 등 금고 이상의 연예인들의 마약 출현이 금지될 수 있다는 것은 사실이 아니었다.","{'word': '신정환', 'start_idx': 36, 'end_idx': 38, 'type': 'PER'}","{'word': '방송인', 'start_idx': 27, 'end_idx': 29, 'type': 'POH'}",per:title,wikitree
6316,정찬성 씨는 지금은 80kg 정도인데 앞으로 살을 빼면 1415kg에서 66kg까지 감량할 수 있다며 3주 정도 운동을 하면 7kg 정도 감량할 것이라고 말했다.,"{'word': '정찬성', 'start_idx': 0, 'end_idx': 2, 'type': 'PER'}","{'word': '66kg', 'start_idx': 40, 'end_idx': 43, 'type': 'NOH'}",no_relation,wikitree
6318,1949년 인민일보가 화재를 당해 재건하기가 어려워지자 영국 스코틀랜드 에든버러 대학에서 공부해 해외 문화에 접한 윤보선 씨에게 저작권을 무상으로 양도했다.,"{'word': '에든버러', 'start_idx': 40, 'end_idx': 43, 'type': 'ORG'}","{'word': '스코틀랜드', 'start_idx': 34, 'end_idx': 38, 'type': 'LOC'}",org:place_of_headquarters,wikipedia
6321,한국 축구의 미래로 꼽히는 이강인(18발렌시아)은 프로 데뷔 후 처음으로 거친 백태클로 퇴장당하는 안타까운 상황을 겪었다.,"{'word': '이강인', 'start_idx': 15, 'end_idx': 17, 'type': 'PER'}","{'word': '발렌시아', 'start_idx': 21, 'end_idx': 24, 'type': 'LOC'}",per:employee_of,wikitree
6323,앤서니는 LA 클리퍼스를 상대로 단 6경기에서 30점을 득점하여 NBA 역사상 30점 이상을 득점한 두 번째 젊은 선수가 되었다.,"{'word': 'LA 클리퍼스', 'start_idx': 5, 'end_idx': 11, 'type': 'ORG'}","{'word': 'NBA', 'start_idx': 36, 'end_idx': 38, 'type': 'ORG'}",org:member_of,wikipedia
6325,"1964년 1월 비틀즈의 성공으로, 영국 록 음악은 미국에서 인기 있는 주류 음악이 되었다.","{'word': '비틀즈', 'start_idx': 9, 'end_idx': 11, 'type': 'PER'}","{'word': '록 음악', 'start_idx': 23, 'end_idx': 26, 'type': 'POH'}",no_relation,wikipedia
6326,"각 대륙의 9대표자와 크리스 roseuteuron 이명박 대통령과 정운찬 총리의 세계의wetlands 네트워크 장관이 환경 정종환 국토 해양의, imanui에 4대 강 사업 철회한 후 편지를 보냈다.","{'word': '정운찬', 'start_idx': 37, 'end_idx': 39, 'type': 'PER'}","{'word': '이명박', 'start_idx': 28, 'end_idx': 30, 'type': 'PER'}",per:colleagues,wikipedia
6329,신안군(군수 박우량)은 신안군에서 자생하는 봄까치가 모든 섬에 핀다고 확인했다.,"{'word': '신안군', 'start_idx': 0, 'end_idx': 2, 'type': 'ORG'}","{'word': '박우량', 'start_idx': 7, 'end_idx': 9, 'type': 'PER'}",org:top_members/employees,wikitree
6335,외무부 장관을 거쳐 1993년부터 1994년까지 1년간 당시 부미볼 국왕의 수준 높은 신참이었던 방얏 반타탄 태국 부총리의 비서실장을 지냈다.,"{'word': '방얏 반타탄', 'start_idx': 54, 'end_idx': 59, 'type': 'PER'}","{'word': '부미볼', 'start_idx': 34, 'end_idx': 36, 'type': 'PER'}",no_relation,wikipedia
6336,러시아는 청나라와의 전쟁을 준비하고 서해에 군함을 파견했다.,"{'word': '청나라', 'start_idx': 5, 'end_idx': 7, 'type': 'ORG'}","{'word': '러시아', 'start_idx': 0, 'end_idx': 2, 'type': 'ORG'}",no_relation,wikipedia
6342,"안드레아 발디니(, 1985년 12월 19일 ~ )는 이탈리아의 펜싱 선수이다.","{'word': '안드레아 발디니', 'start_idx': 0, 'end_idx': 7, 'type': 'PER'}","{'word': '이탈리아', 'start_idx': 30, 'end_idx': 33, 'type': 'LOC'}",per:origin,wikipedia
6344,지도자로 있다가 소련군 장교가 된 김성주가 김일성의 공을 가로채 독립운동가가 아닌 김일성 행세를 했다는 주장이다.,"{'word': '김일성', 'start_idx': 24, 'end_idx': 26, 'type': 'PER'}","{'word': '김성주', 'start_idx': 19, 'end_idx': 21, 'type': 'PER'}",per:colleagues,wikipedia
6345,"2008년 '내 사랑 금지옥엽'과 2010년 '파스타'와 같은 여러 작품에 출연한 후, 그는 배우로서의 변화가 필요하다고 생각했고, 본명 김태호 대신 최진혁이라는 예명으로 두 번째 배우 생활을 시작했다.","{'word': '최진혁', 'start_idx': 84, 'end_idx': 86, 'type': 'PER'}","{'word': '김태호', 'start_idx': 77, 'end_idx': 79, 'type': 'PER'}",per:alternate_names,wikipedia
6346,홍준표 의원은 보금자리 주택 반값 아파트와 다소 오세훈 서울 시장에 반값 아파트에서 다릅니다 이명박 정부의 주택 정책이다.,"{'word': '오세훈', 'start_idx': 27, 'end_idx': 29, 'type': 'PER'}","{'word': '이명박', 'start_idx': 52, 'end_idx': 54, 'type': 'PER'}",per:colleagues,wikipedia
6347,"2010년, 그는 당시 싱가포르 S리그에 참가하고 있던 베이징의 위성 구단 베이징 궈안 탈렌트에서 반 시즌 동안 임대 생활을 했다.","{'word': 'S리그', 'start_idx': 18, 'end_idx': 20, 'type': 'ORG'}","{'word': '싱가포르', 'start_idx': 13, 'end_idx': 16, 'type': 'LOC'}",org:place_of_headquarters,wikipedia
6348,이바일로는 포위망을 뚫고 이반 아센 3세의 비잔틴 지지자들을 두 번 물리치기 위해 다시 나타났다.,"{'word': '이반 아센 3세', 'start_idx': 14, 'end_idx': 21, 'type': 'PER'}","{'word': '이바일로', 'start_idx': 0, 'end_idx': 3, 'type': 'PER'}",no_relation,wikipedia
6350,스페인 국왕 펠리페 4세의 마드리드 궁전의 넓은 방을 묘사한 이 작품은 스페인 왕실의 가장 특징적인 부분들을 스냅사진을 찍듯 정확하게 담아냈다.,"{'word': '스페인', 'start_idx': 0, 'end_idx': 2, 'type': 'ORG'}","{'word': '마드리드', 'start_idx': 15, 'end_idx': 18, 'type': 'POH'}",no_relation,wikipedia
6351,최근 계열사로 편입된 넷마블과 코웨이는 각각 10억 원을 전국재해구호협회의 희망교에 기부했다.,"{'word': '넷마블', 'start_idx': 12, 'end_idx': 14, 'type': 'ORG'}","{'word': '코웨이', 'start_idx': 17, 'end_idx': 19, 'type': 'ORG'}",org:members,wikitree
6354,박찬민(1974년 6월 24일 ~ )은 대한민국의 아나운서이다.,"{'word': '박찬민', 'start_idx': 0, 'end_idx': 2, 'type': 'PER'}","{'word': '아나운서', 'start_idx': 28, 'end_idx': 31, 'type': 'POH'}",per:title,wikipedia
6358,"이를 계기로 고구려 장수 걸걸중상(공상)과 아들 대조영은 고구려 유민, 말갈과 함께 영주를 탈출해 만주 동부로 건너갔지만 별다른 영향을 받지 않았다.","{'word': '걸걸중상', 'start_idx': 14, 'end_idx': 17, 'type': 'PER'}","{'word': '고구려', 'start_idx': 7, 'end_idx': 9, 'type': 'DAT'}",per:origin,wikipedia
6359,교육부와 한국장학재단은 국가장학금 신청 기간을 발표했다.,"{'word': '한국장학재단', 'start_idx': 5, 'end_idx': 10, 'type': 'ORG'}","{'word': '교육부', 'start_idx': 0, 'end_idx': 2, 'type': 'ORG'}",no_relation,wikitree
6360,노 전 대통령은 아버지 장제원(52) 자유한국당 의원과 통화하면서 사고 후 운전기사를 바꾸려 하고 금품을 건네며 사고를 은폐하려 한 혐의까지 받고 있다.,"{'word': '장제원', 'start_idx': 13, 'end_idx': 15, 'type': 'PER'}","{'word': '자유한국당', 'start_idx': 21, 'end_idx': 25, 'type': 'ORG'}",per:employee_of,wikitree
6361,"하이두크 스플리트는 UEFA 컵위너스컵에서 노르웨이의 프레드릭스타드 FK, 웨일스의 렉섬 FC, 스코틀랜드의 하이버니언 FC를 차례로 꺾고 준결승에 진출하며 인상적인 모습을 보였다.","{'word': '프레드릭스타드', 'start_idx': 30, 'end_idx': 36, 'type': 'ORG'}","{'word': '노르웨이', 'start_idx': 24, 'end_idx': 27, 'type': 'LOC'}",org:place_of_headquarters,wikipedia
6362,"2008년 10월 2일 최진실이 자살한 후, 자살률은 그 다음 달에 1,700명으로 일시적으로 70% 증가했다.","{'word': '최진실', 'start_idx': 13, 'end_idx': 15, 'type': 'PER'}","{'word': '2008년 10월 2일', 'start_idx': 0, 'end_idx': 11, 'type': 'DAT'}",per:date_of_death,wikipedia
6365,"뉴포트 재즈 페스티벌에서 공연할 때, 그의 일렉트릭 블루스 밴드는 오티스 스팬 (피아노, 보컬), 팻 헤어 (기타), 제임스 코튼 (하모니카), 앤드류 스티븐스 (베이스), 프랜시스 클레이 (드럼)로 구성되었습니다.","{'word': '오티스 스팬', 'start_idx': 37, 'end_idx': 42, 'type': 'PER'}","{'word': '피아노', 'start_idx': 45, 'end_idx': 47, 'type': 'POH'}",per:title,wikipedia
6367,동아일보는 1920년부터 1929년까지 9년간 280일간 영업정지 처분을 받고 300여 건의 차압과 판매금지 처분을 받아 수시로 경고와 징계를 받았다.,"{'word': '동아일보', 'start_idx': 0, 'end_idx': 3, 'type': 'ORG'}","{'word': '1920년', 'start_idx': 6, 'end_idx': 10, 'type': 'DAT'}",no_relation,wikipedia
6370,"3년 뒤 훌라구의 후계자 아바카 칸을 만나 1276년부터 1277년 사이에 세 번째로 일칸을 방문했지만, 아바카 칸은 샴수드를 의심해 1278년 1월 그를 암살했다.","{'word': '훌라구', 'start_idx': 5, 'end_idx': 7, 'type': 'PER'}","{'word': '아바카', 'start_idx': 14, 'end_idx': 16, 'type': 'PER'}",no_relation,wikipedia
6373,"직원들에 따르면 대한항공 1등 라운지는 이명희 회장과 장남 조원태 씨, 큰딸 조현아 씨, 막내딸 조현민 씨가 매일 드나들 뻔했다.","{'word': '대한항공', 'start_idx': 9, 'end_idx': 12, 'type': 'ORG'}","{'word': '조원태', 'start_idx': 33, 'end_idx': 35, 'type': 'PER'}",org:top_members/employees,wikipedia
6374,"토론회에는 박재규 경남대 총장, 이현규 창원시 부시장, 박일웅 경남기획조정실장, 이은진 국가균형발전위원회 자문위원장, 윤난 경남사회혁신추진단장 등 300여명이 참석했다.허정도 토지주택공사 사장","{'word': '경남대', 'start_idx': 10, 'end_idx': 12, 'type': 'ORG'}","{'word': '박재규', 'start_idx': 6, 'end_idx': 8, 'type': 'PER'}",org:top_members/employees,wikitree
6375,1887년 물리학의 역사에서 가장 중요한 실험 중 하나인 미켈슨-몰리 실험이 대학에서 수행되었고 후에 아인슈타인의 상대성 이론에 기초했다.,"{'word': '아인슈타인', 'start_idx': 57, 'end_idx': 61, 'type': 'PER'}","{'word': '물리학', 'start_idx': 6, 'end_idx': 8, 'type': 'POH'}",no_relation,wikipedia
6376,"이날, 서유리와 최병길은 부부의 십계명을 썼다.","{'word': '서유리', 'start_idx': 4, 'end_idx': 6, 'type': 'PER'}","{'word': '최병길', 'start_idx': 9, 'end_idx': 11, 'type': 'PER'}",per:spouse,wikitree
6377,"(민간 저항군은 제외) 공군은 헤르만 괴링이 이끌었고, 세 군대 중 가장 약한 해군은 처음부터 정치와 선을 그었고, 오직 히틀러에게 군인으로서의 충성심만을 바쳤다.","{'word': '히틀러', 'start_idx': 68, 'end_idx': 70, 'type': 'PER'}","{'word': '헤르만 괴링', 'start_idx': 17, 'end_idx': 22, 'type': 'PER'}",per:colleagues,wikipedia
6378,12월에 아이티 국민들은 장 베르트랑 아리스티드를 대통령으로 선출했다.,"{'word': '장 베르트랑 아리스티드', 'start_idx': 14, 'end_idx': 25, 'type': 'PER'}","{'word': '아이티', 'start_idx': 5, 'end_idx': 7, 'type': 'LOC'}",per:origin,wikipedia
6384,"전쟁 동안, 미국은 일본 제국이 진주만을 공격한 후 태평양 연안의 구치소에 11만 명의 일본계 미국인들과 일본인들을 구금했다.","{'word': '일본 제국', 'start_idx': 11, 'end_idx': 15, 'type': 'ORG'}","{'word': '일본인', 'start_idx': 59, 'end_idx': 61, 'type': 'POH'}",org:top_members/employees,wikipedia
6385,"발렌시아의 수비수 가브리엘 파울리스타는 스페인 언론 오크 디아리오와의 인터뷰에서 이강인은 라커룸에 남아 울고 있었다. 그는 아직 어리고 배울 것이 많다. 우리는 더 많은 경험을 가지고 그를 도와야 합니다,""라고 그는 말했습니다.","{'word': '가브리엘 파울리스타', 'start_idx': 10, 'end_idx': 19, 'type': 'PER'}","{'word': '발렌시아', 'start_idx': 0, 'end_idx': 3, 'type': 'ORG'}",per:employee_of,wikitree
6387,베테는 에드워드 텔러와 함께 수소폭탄의 원리인 핵융합 이론을 정립했다.,"{'word': '에드워드 텔러', 'start_idx': 4, 'end_idx': 10, 'type': 'PER'}","{'word': '수소폭탄', 'start_idx': 16, 'end_idx': 19, 'type': 'POH'}",no_relation,wikipedia
6391,경희의 대표적인 특강 시리즈 중 하나는 박사학위 미원호의 이름을 딴 강연이다. 경희대학교의 설립자인 조영식씨.,"{'word': '경희대학교', 'start_idx': 44, 'end_idx': 48, 'type': 'ORG'}","{'word': '조영식', 'start_idx': 56, 'end_idx': 58, 'type': 'PER'}",org:founded_by,wikipedia
6397,창단 첫 해에 태평양 돌핀스는 1988년 7개 구단 중 최하위를 기록했다.,"{'word': '태평양 돌핀스', 'start_idx': 8, 'end_idx': 14, 'type': 'ORG'}","{'word': '1988년', 'start_idx': 17, 'end_idx': 21, 'type': 'DAT'}",org:founded,wikipedia
6401,이곳은 또한 프라이부르크 대학교가 있는 대학도시이며 1457년에 문을 열었습니다.,"{'word': '프라이부르크 대학', 'start_idx': 7, 'end_idx': 15, 'type': 'ORG'}","{'word': '1457년', 'start_idx': 29, 'end_idx': 33, 'type': 'DAT'}",org:founded,wikipedia
6403,"전 덴마크 선수 미카엘 라우드루프에게 전화하지 못한 후, 아틀레티코는 남은 시즌 동안 키케 플로레스에 합류하기로 결정했다.","{'word': '미카엘 라우드루프', 'start_idx': 9, 'end_idx': 17, 'type': 'PER'}","{'word': '덴마크', 'start_idx': 2, 'end_idx': 4, 'type': 'LOC'}",per:origin,wikipedia
6405,"넷마블은 신성장동력 확보를 위해 지난해 실질청약경제 1위 업체인 코웨이를 인수해 장기적인 관점에서 회사 발전의 기반을 마련했다고 그는 말했다. ""우리는 미래에 스마트 주택 청약 경제 사업으로 발전할 것입니다.""","{'word': '코웨이', 'start_idx': 36, 'end_idx': 38, 'type': 'ORG'}","{'word': '넷마블', 'start_idx': 0, 'end_idx': 2, 'type': 'ORG'}",org:member_of,wikitree
6406,"바른정당 하태경 의원은 2017년 4월10일 고용정보원이 발주한 설문조사에서 채용비율을 별도로 정해야 하며, 공채는 최소 2배 이상이라고 말해 고용정보 공무원을 징계했다고 주장했다.","{'word': '하태경', 'start_idx': 5, 'end_idx': 7, 'type': 'PER'}","{'word': '바른정당', 'start_idx': 0, 'end_idx': 3, 'type': 'ORG'}",per:employee_of,wikipedia
6410,"완주군은 22일 오후 군청 4층 화상회의실에서 박성일 군수 주재로 'COVID-19 관련 대책회의'를 열고 '사회적 거리' 운동 촉진, 고위험시설 방역·소독 강화, 외국인우려관리 방안 등을 논의했다.괘씸","{'word': '완주군', 'start_idx': 0, 'end_idx': 2, 'type': 'ORG'}","{'word': '박성일', 'start_idx': 26, 'end_idx': 28, 'type': 'PER'}",org:top_members/employees,wikitree
6411,"9월 29일, 페르난도 로드니는 끝내기 타점을 기록했고, 팀은 디트로이트 타이거스를 상대로 3-2로 이겼다.","{'word': '페르난도 로드니', 'start_idx': 8, 'end_idx': 15, 'type': 'PER'}","{'word': '디트로이트 타이거스', 'start_idx': 35, 'end_idx': 44, 'type': 'ORG'}",per:employee_of,wikipedia
6412,이 가운데 부산시장은 허남식 전 부산시장이 아니라 서병수 현 부산시장을 지칭하는 것으로 알려졌다.,"{'word': '허남식', 'start_idx': 12, 'end_idx': 14, 'type': 'PER'}","{'word': '서병수', 'start_idx': 28, 'end_idx': 30, 'type': 'PER'}",no_relation,wikipedia
6414,함영준 오뚜기 회장[007310]의 장녀인 뮤지컬 배우 함연지의 오뚜기 지분율은 1.19%로 작년 말보다 66억원(21.1%) 감소한 246억원을 보유하고 있다.,"{'word': '오뚜기', 'start_idx': 4, 'end_idx': 6, 'type': 'ORG'}","{'word': '함영준', 'start_idx': 0, 'end_idx': 2, 'type': 'PER'}",org:top_members/employees,wikitree
6417,그의 아파트에 불을 지른 방화범 안인득이 5명을 무자비하게 에워싸고 17명을 죽이고 다치게 한 만행을 배심원단이 다시 한번 확인했다.,"{'word': '안인득', 'start_idx': 18, 'end_idx': 20, 'type': 'PER'}","{'word': '17명', 'start_idx': 38, 'end_idx': 40, 'type': 'NOH'}",no_relation,wikitree
6422,"하지만, 윌리엄 4세가 죽고 빅토리아 여왕이 영국의 왕이 되었을 때, 하노버와 영국의 동부 연합은 깨졌습니다.","{'word': '윌리엄 4세', 'start_idx': 5, 'end_idx': 10, 'type': 'PER'}","{'word': '빅토리아', 'start_idx': 16, 'end_idx': 19, 'type': 'PER'}",no_relation,wikipedia
6424,글로벌 레저 플랫폼 기업 야놀자(대표 이수진)가 스마트호텔 프런트 매니저 양성 과정을 개설한다고 24일 밝혔다.,"{'word': '야놀자', 'start_idx': 14, 'end_idx': 16, 'type': 'ORG'}","{'word': '이수진', 'start_idx': 21, 'end_idx': 23, 'type': 'PER'}",org:top_members/employees,wikitree
6425,"프로이센은 동부에서 위대한 폴란드 기병들과 치열한 전투를 벌였고, 17세기 중반에는 강력한 스웨덴 포병대와 싸우면서 상당한 경험을 쌓았다.","{'word': '프로이센', 'start_idx': 0, 'end_idx': 3, 'type': 'ORG'}","{'word': '폴란드', 'start_idx': 15, 'end_idx': 17, 'type': 'LOC'}",no_relation,wikipedia
6427,서강준(1993년 10월 12일 ~ )은 한국의 배우이다.,"{'word': '서강준', 'start_idx': 0, 'end_idx': 2, 'type': 'PER'}","{'word': '1993년 10월 12일', 'start_idx': 4, 'end_idx': 16, 'type': 'DAT'}",per:date_of_birth,wikipedia
6429,"쌍용건설 해운대 더 플래티넘은 지하 4층~지상 20층, 2개동 171가구에 에어맵코리아 솔루션을 적용한 대기질 측정 데이터를 수집하는 등 단지 내 미세먼지 정보를 실시간으로 측정하고 제어하는 시스템을 구축한다.","{'word': '쌍용건설', 'start_idx': 0, 'end_idx': 3, 'type': 'ORG'}","{'word': '더 플래티넘', 'start_idx': 9, 'end_idx': 14, 'type': 'ORG'}",org:product,wikitree
6432,유시민 의원은 통합진보당과 전신인 민주노동당의 선거전을 CN커뮤니케이션이 독점하고 있으며 당 당국과 CN커뮤니케이션이 부적절한 금전거래를 해왔다고 주장했다.,"{'word': '민주노동당', 'start_idx': 19, 'end_idx': 23, 'type': 'ORG'}","{'word': '통합진보당', 'start_idx': 8, 'end_idx': 12, 'type': 'ORG'}",org:alternate_names,wikipedia
6433,"'진실모임'은 여성학자 오한숙 고은광순 호주철폐시민회 대표, 배우 손숙 김부선 권해효, 방송인 허수경, 민주노동당 이정희 의원, 작가 공선옥씨가 주도했다.","{'word': '민주노동당', 'start_idx': 58, 'end_idx': 62, 'type': 'ORG'}","{'word': '이정희', 'start_idx': 64, 'end_idx': 66, 'type': 'PER'}",org:top_members/employees,wikipedia
6434,자율형사립고(소속고) 지정 취소 이후 유은혜 교육부 장관과 첫 면담을 앞둔 김승환 전북교육감이 장외에서 선제공격을 가하며 경고했다.,"{'word': '유은혜', 'start_idx': 21, 'end_idx': 23, 'type': 'PER'}","{'word': '교육부', 'start_idx': 25, 'end_idx': 27, 'type': 'ORG'}",per:employee_of,wikitree
6435,크로아티아 독립국가의 세르비아인 인식은 1939~1945년 크로아티아에서 파시스트와 나치 등 추크주 군인과 교회 신도인 로마 가톨릭교회와 우스타샤를 학살한 것을 말한다.,"{'word': '우스타샤', 'start_idx': 77, 'end_idx': 80, 'type': 'ORG'}","{'word': '가톨릭', 'start_idx': 70, 'end_idx': 72, 'type': 'ORG'}",org:political/religious_affiliation,wikipedia
6439,그러던 중 1896년과 1997년 자신이 경영했던 독립신문에 입사한 이승만 김규식 등 젊은이들을 설득해 미국에 유학시키도록 권유했고 이승만 김규식 등을 미국으로 보내는데 성공했다.,"{'word': '김규식', 'start_idx': 42, 'end_idx': 44, 'type': 'PER'}","{'word': '이승만', 'start_idx': 38, 'end_idx': 40, 'type': 'PER'}",per:colleagues,wikipedia
6441,"경기남부지방경찰청은 재스퍼와 주인 노씨 외에 이씨, 경씨, 트로트 가수 설하수씨 등 3명을 우리 동네 시민경찰로 선정했다.","{'word': '설하수', 'start_idx': 40, 'end_idx': 42, 'type': 'PER'}","{'word': '트로트', 'start_idx': 33, 'end_idx': 35, 'type': 'POH'}",no_relation,wikitree
6442,"그는 ""방역 실패를 은폐하려는 것이 아니라면 보건복지부 장관을 즉시 교체하라""며 COVID-19 대응 주무부처인 박능후 보건복지부 장관의 교체를 요구했다.","{'word': '보건복지부', 'start_idx': 25, 'end_idx': 29, 'type': 'ORG'}","{'word': '박능후', 'start_idx': 63, 'end_idx': 65, 'type': 'PER'}",org:top_members/employees,wikitree
6445,"경기도 고양시 덕양구보건소 치매구호센터는 올해 5월 치매 공공지킴이를 추가 모집하고 치매 공공지킴이 선정을 위한 사례회의를 진행했으며, 9월 30일에는 치매 공공지킴이 요청 3건이 모두 법원에서 인용됐다.","{'word': '덕양구', 'start_idx': 8, 'end_idx': 10, 'type': 'ORG'}","{'word': '고양시', 'start_idx': 4, 'end_idx': 6, 'type': 'LOC'}",org:member_of,wikitree
6447,파리 생제르맹은 올랭피크 드 마르세유 다음으로 프랑스에서 두 번째로 큰 축구 클럽이다.,"{'word': '마르세유', 'start_idx': 16, 'end_idx': 19, 'type': 'ORG'}","{'word': '프랑스', 'start_idx': 26, 'end_idx': 28, 'type': 'LOC'}",org:place_of_headquarters,wikipedia
6455,"드라마 속 한국 캐릭터 권진수, 권선화의 목소리는 현재 한국어로 사용되고 있지만, 다른 캐릭터들과 더빙된 KBS 방송판에서는 기술적인 문제로 김윤진의 목소리만 공개하기는 어렵다.","{'word': '권선화', 'start_idx': 18, 'end_idx': 20, 'type': 'PER'}","{'word': '김윤진', 'start_idx': 79, 'end_idx': 81, 'type': 'PER'}",per:alternate_names,wikipedia
6457,그는 한나라당 일자리창출특별위원회 위원장과 여의도연구소 소장을 지냈다.,"{'word': '한나라당', 'start_idx': 3, 'end_idx': 6, 'type': 'ORG'}","{'word': '여의도연구소', 'start_idx': 24, 'end_idx': 29, 'type': 'ORG'}",no_relation,wikipedia
6458,상사화는 9월 한 달간 개화할 예정이어서 영광군도 많은 사진작가들과 관광객들이 찾을 것으로 기대하며 주차장 정비를 세심하게 준비하고 있다.,"{'word': '영광군', 'start_idx': 23, 'end_idx': 25, 'type': 'ORG'}","{'word': '상사화', 'start_idx': 0, 'end_idx': 2, 'type': 'POH'}",no_relation,wikitree
6460,"그 다음 주 내내, 독일군은 오슬로 북쪽으로 진격했고 구드브란스달렌 계곡을 향해 노르웨이와 영국군과 계속 싸웠다.","{'word': '노르웨이', 'start_idx': 45, 'end_idx': 48, 'type': 'ORG'}","{'word': '오슬로', 'start_idx': 16, 'end_idx': 18, 'type': 'LOC'}",no_relation,wikipedia
6461,"예전부터 브라질 대표팀을 꿈꿨지만 훌리오 바프티스타, 프레드, 호비뉴 등으로 대표 선발조차 되지 못한 그는 결국 브라질 국적을 포기하고 2004년 튀니지 국적을 취득해 축구선수의 꿈인 월드컵 무대에 섰다.","{'word': '호비뉴', 'start_idx': 35, 'end_idx': 37, 'type': 'PER'}","{'word': '브라질', 'start_idx': 5, 'end_idx': 7, 'type': 'LOC'}",per:origin,wikipedia
6462,1971년 10월 1일 서울에서 아버지 송정웅씨와 어머니 김을동씨 사이에서 1남 1녀 중 장남으로 태어났다.,"{'word': '김을동', 'start_idx': 32, 'end_idx': 34, 'type': 'PER'}","{'word': '송정웅', 'start_idx': 22, 'end_idx': 24, 'type': 'PER'}",per:spouse,wikipedia
6463,쿠투조프는 프랑스군과의 다가올 전투에 대비할 필요가 있다고 판단하여 전쟁을 승리로 이끌기 위한 신속한 작전을 수행하였고 러시아 제국의 베사라비아 점령을 공식화하기 위한 관대한 조건 하에 부카레스트 조약에 서명하였다.,"{'word': '쿠투조프', 'start_idx': 0, 'end_idx': 3, 'type': 'PER'}","{'word': '러시아 제국', 'start_idx': 67, 'end_idx': 72, 'type': 'ORG'}",per:employee_of,wikipedia
6465,쉐보레는 1911년에 출시된 미국 제너럴 모터스의 자동차 브랜드 중 하나이다.,"{'word': '쉐보레', 'start_idx': 0, 'end_idx': 2, 'type': 'ORG'}","{'word': '자동차', 'start_idx': 28, 'end_idx': 30, 'type': 'POH'}",org:product,wikipedia
6469,"그 당시, 비잔틴 정부는 이탈리아를 오도아케르와 동고트의 테오도리쿠스를 이탈리아의 파트리키우스로 정식 봉인함으로써 그들 스스로를 지배하고 있다고 여겼다.","{'word': '오도아케르', 'start_idx': 20, 'end_idx': 24, 'type': 'PER'}","{'word': '파트리키우스', 'start_idx': 46, 'end_idx': 51, 'type': 'PER'}",no_relation,wikipedia
6470,"232년, 요동에 살던 공손연은 위나라에 의해 요동 태서로 임명되었으나, 오나라에 사자를 보내 양국과 외교 관계를 수립하였다.","{'word': '공손연', 'start_idx': 13, 'end_idx': 15, 'type': 'PER'}","{'word': '위나라', 'start_idx': 18, 'end_idx': 20, 'type': 'DAT'}",per:employee_of,wikipedia
6473,"4월 21일, 김일성은 이승만의 후계자를 언급하고 그의 후계자로 장택상 반공연맹 회장을 지목했다.","{'word': '장택상', 'start_idx': 36, 'end_idx': 38, 'type': 'PER'}","{'word': '이승만', 'start_idx': 13, 'end_idx': 15, 'type': 'PER'}",no_relation,wikipedia
6475,"완주군·진안군·무주군·장수군에서는 민주당 안호영 후보가, 남원시·임실군·순창군에서는 국민의당 이용호 후보가 각각 당선돼 민주당과 국민의당이 공동 1석을 차지했다.","{'word': '이용호', 'start_idx': 52, 'end_idx': 54, 'type': 'PER'}","{'word': '국민의당', 'start_idx': 47, 'end_idx': 50, 'type': 'ORG'}",per:employee_of,wikipedia
6478,"이날 경주엑스포기념관에서 열린 협약식에는 이철우 경북지사, 주낙영 경주시장, 류희림 경주세계문화엑스포 사무총장, 김성조 경북문화관광공사 사장, 오병삼 네오트랜스 대표 등이 참석했다.","{'word': '네오트랜스', 'start_idx': 84, 'end_idx': 88, 'type': 'ORG'}","{'word': '오병삼', 'start_idx': 80, 'end_idx': 82, 'type': 'PER'}",org:top_members/employees,wikitree
